

** FIXED POINT METHOD IMPLEMENTATION **
--------------------------------------------------
Iteration-1 | xr = 1.000000 | f(xr) = 632.000000  | error 0.000000%
Iteration-2451 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2452 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2453 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2454 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2455 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2456 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2457 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2458 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2459 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2460 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2461 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2462 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2463 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2464 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2465 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2466 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2467 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2468 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2469 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2470 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2471 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2472 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2473 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2474 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2475 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2476 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2477 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2478 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2479 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2480 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2481 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2482 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2483 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2484 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2485 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2486 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2487 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2488 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2489 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2490 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2491 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2492 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2493 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2494 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2495 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2496 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2497 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2498 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2499 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2500 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2501 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2502 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2503 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2504 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2505 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2506 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2507 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2508 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2509 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2510 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2511 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2512 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2513 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2514 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2515 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2516 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2517 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2518 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2519 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2520 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2521 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2522 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2523 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2524 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2525 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2526 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2527 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2528 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2529 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2530 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2531 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2532 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2533 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2534 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2535 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2536 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2537 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2538 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2539 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2540 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2541 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2542 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2543 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2544 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2545 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2546 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2547 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2548 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2549 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2550 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2551 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2552 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2553 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2554 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2555 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2556 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2557 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2558 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2559 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2560 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2561 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2562 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2563 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2564 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2565 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2566 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2567 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2568 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2569 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2570 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2571 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2572 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2573 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2574 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2575 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2576 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2577 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2578 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2579 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2580 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2581 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2582 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2583 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2584 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2585 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2586 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2587 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2588 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2589 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2590 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2591 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2592 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2593 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2594 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2595 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2596 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2597 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2598 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2599 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2600 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2601 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2602 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2603 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2604 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2605 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2606 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2607 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2608 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2609 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2610 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2611 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2612 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2613 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2614 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2615 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2616 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2617 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2618 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2619 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2620 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2621 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2622 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2623 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2624 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2625 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2626 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2627 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2628 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2629 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2630 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2631 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2632 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2633 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2634 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2635 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2636 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2637 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2638 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2639 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2640 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2641 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2642 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2643 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2644 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2645 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2646 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2647 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2648 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2649 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2650 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2651 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2652 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2653 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2654 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2655 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2656 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2657 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2658 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2659 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2660 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2661 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2662 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2663 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2664 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2665 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2666 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2667 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2668 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2669 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2670 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2671 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2672 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2673 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2674 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2675 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2676 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2677 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2678 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2679 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2680 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2681 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2682 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2683 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2684 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2685 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2686 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2687 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2688 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2689 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2690 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2691 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2692 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2693 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2694 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2695 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2696 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2697 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2698 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2699 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2700 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2701 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2702 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2703 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2704 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2705 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2706 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2707 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2708 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2709 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2710 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2711 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2712 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2713 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2714 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2715 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2716 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2717 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2718 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2719 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2720 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2721 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2722 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2723 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2724 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2725 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2726 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2727 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2728 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2729 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2730 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2731 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2732 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2733 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2734 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2735 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2736 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2737 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2738 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2739 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2740 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2741 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2742 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2743 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2744 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2745 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2746 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2747 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2748 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2749 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2750 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2751 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2752 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2753 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2754 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2755 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2756 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2757 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2758 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2759 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2760 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2761 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2762 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2763 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2764 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2765 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2766 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2767 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2768 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2769 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2770 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2771 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2772 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2773 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2774 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2775 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2776 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2777 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2778 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2779 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2780 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2781 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2782 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2783 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2784 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2785 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2786 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2787 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2788 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2789 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2790 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2791 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2792 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2793 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2794 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2795 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2796 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2797 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-2798 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
